"ZCTA5","GEOID","POPPT","ZPOP","ZPOPPCT"
"91745","06037408402",5799,54013,10.74
"91745","06037408501",3314,54013,6.14
"91745","06037408503",6317,54013,11.7
"91745","06037408504",5322,54013,9.85
"91745","06037408505",2682,54013,4.97
"91745","06037408623",3023,54013,5.6
"91745","06037408624",3227,54013,5.97
"91745","06037408625",4160,54013,7.7
"91745","06037408628",5103,54013,9.45
"91745","06037408629",2926,54013,5.42
"91745","06037408630",2319,54013,4.29
"91745","06037408631",5087,54013,9.42
"91745","06037500202",35,54013,0.06
"91745","06037501600",401,54013,0.74
"91746","06037406901",3573,30485,11.72
"91746","06037406902",2385,30485,7.82
"91746","06037407001",5356,30485,17.57
"91746","06037407002",3804,30485,12.48
"91746","06037407101",2770,30485,9.09
"91746","06037407102",2611,30485,8.56
"91746","06037408202",2008,30485,6.59
"91746","06037408301",5427,30485,17.8
"91746","06037408302",1373,30485,4.5
"91746","06037408303",1178,30485,3.86
"91746","06037408402",0,30485,0
"91748","06037408202",0,45406,0
"91748","06037408211",5784,45406,12.74
"91748","06037408212",4317,45406,9.51
"91748","06037408626",4341,45406,9.56
"91748","06037408627",3079,45406,6.78
"91748","06037408703",5122,45406,11.28
"91748","06037408704",3155,45406,6.95
"91748","06037408705",5427,45406,11.95
"91748","06037408706",1594,45406,3.51
"91748","06037408722",4400,45406,9.69
"91748","06037408723",2825,45406,6.22
"91748","06037408724",5362,45406,11.81
"91750","06037400204",6377,33249,19.18
"91750","06037400205",228,33249,0.69
"91750","06037400207",4738,33249,14.25
"91750","06037400302",2922,33249,8.79
"91750","06037401304",0,33249,0
"91750","06037401500",5572,33249,16.76
"91750","06037401601",5034,33249,15.14
"91750","06037401602",5282,33249,15.89
"91750","06037401603",2913,33249,8.76
"91750","06037401701",136,33249,0.41
"91750","06037402200",45,33249,0.14
"91750","06037930301",2,33249,0.01
"91754","06037481713",2507,32742,7.66
"91754","06037481714",2551,32742,7.79
"91754","06037482001",2730,32742,8.34
"91754","06037482002",6947,32742,21.22
"91754","06037482101",4568,32742,13.95
"91754","06037482102",2828,32742,8.64
"91754","06037482201",1541,32742,4.71
"91754","06037482600",469,32742,1.43
"91754","06037482701",4298,32742,13.13
"91754","06037482702",2397,32742,7.32
"91754","06037482800",231,32742,0.71
"91754","06037530400",1675,32742,5.12
"91754","06037531000",0,32742,0
"91755","06037481711",4530,27496,16.48
"91755","06037481712",5225,27496,19
"91755","06037482201",2272,27496,8.26
"91755","06037482202",5229,27496,19.02
"91755","06037482600",6397,27496,23.27
"91755","06037482800",3843,27496,13.98
"91759","06037930301",66,476,13.87
"91765","06037403304",264,46457,0.57
"91765","06037403305",163,46457,0.35
"91765","06037403312",3011,46457,6.48
"91765","06037403316",6783,46457,14.6
"91765","06037403319",4260,46457,9.17
"91765","06037403320",5573,46457,12
"91765","06037403321",5496,46457,11.83
"91765","06037403322",3425,46457,7.37
"91765","06037403323",5356,46457,11.53
"91765","06037403324",6804,46457,14.65
"91765","06037403325",4795,46457,10.32
"91765","06037408703",527,46457,1.13
"91766","06037402402",6387,71599,8.92
"91766","06037402501",5577,71599,7.79
"91766","06037402502",7225,71599,10.09
"91766","06037402801",5170,71599,7.22
"91766","06037402803",3436,71599,4.8
"91766","06037402804",4085,71599,5.71
"91766","06037402902",6445,71599,9
"91766","06037402903",4138,71599,5.78
"91766","06037402904",3603,71599,5.03
"91766","06037403000",6835,71599,9.55
"91766","06037403317",4721,71599,6.59
"91766","06037403318",6243,71599,8.72
"91766","06037403321",538,71599,0.75
"91766","06037408800",2499,71599,3.49
"91767","06037401601",0,48068,0
"91767","06037401701",1580,48068,3.29
"91767","06037401703",4176,48068,8.69
"91767","06037401704",5617,48068,11.69
"91767","06037402101",4623,48068,9.62
"91767","06037402102",4815,48068,10.02
"91767","06037402200",782,48068,1.63
"91767","06037402303",45,48068,0.09
"91767","06037402600",7453,48068,15.51
"91767","06037402702",6313,48068,13.13
"91767","06037402703",4686,48068,9.75
"91767","06037402705",3328,48068,6.92
"91767","06037402706",3945,48068,8.21
"91767","06037408800",705,48068,1.47
"91768","06037401303",0,34537,0
"91768","06037402200",5757,34537,16.67
"91768","06037402301",5454,34537,15.79
"91768","06037402303",3951,34537,11.44
"91768","06037402304",3848,34537,11.14
"91768","06037402402",689,34537,1.99
"91768","06037402403",4188,34537,12.13
"91768","06037402404",1945,34537,5.63
"91768","06037402405",3006,34537,8.7
"91768","06037402406",4776,34537,13.83
"91768","06037403200",389,34537,1.13
"91768","06037408800",534,34537,1.55
"91770","06037432201",4342,62097,6.99
"91770","06037432202",4240,62097,6.83
"91770","06037432901",4464,62097,7.19
"91770","06037432902",3395,62097,5.47
"91770","06037433601",4923,62097,7.93
"91770","06037433602",2803,62097,4.51
"91770","06037481300",2917,62097,4.7
"91770","06037482303",5818,62097,9.37
"91770","06037482304",3556,62097,5.73
"91770","06037482401",3761,62097,6.06
"91770","06037482402",6971,62097,11.23
"91770","06037482502",3373,62097,5.43
"91770","06037482503",4357,62097,7.02
"91770","06037482521",5754,62097,9.27
"91770","06037482522",1423,62097,2.29
"91773","06037400207",60,33119,0.18
"91773","06037400302",94,33119,0.28
"91773","06037400304",6714,33119,20.27
"91773","06037400403",3815,33119,11.52
"91773","06037401202",1391,33119,4.2
"91773","06037401303",2170,33119,6.55
"91773","06037401304",5286,33119,15.96
"91773","06037401311",6284,33119,18.97
"91773","06037401312",5575,33119,16.83
"91773","06037403703",1439,33119,4.34
"91773","06037403802",291,33119,0.88
"91775","06037480002",3453,23988,14.39
"91775","06037480011",5132,23988,21.39
"91775","06037480012",3991,23988,16.64
"91775","06037480101",783,23988,3.26
"91775","06037480102",4226,23988,17.62
"91775","06037480201",3869,23988,16.13
"91775","06037480202",2534,23988,10.56
"91776","06037432202",12,38475,0.03
"91776","06037480102",77,38475,0.2
"91776","06037480201",38,38475,0.1
"91776","06037481101",3814,38475,9.91
"91776","06037481102",3624,38475,9.42
"91776","06037481103",5350,38475,13.91
"91776","06037481201",255,38475,0.66
"91776","06037481202",6608,38475,17.17
"91776","06037481300",236,38475,0.61
"91776","06037481401",6061,38475,15.75
"91776","06037481402",7175,38475,18.65
"91776","06037481500",63,38475,0.16
"91776","06037482301",5162,38475,13.42
"91780","06037431501",3637,34332,10.59
"91780","06037431502",1569,34332,4.57
"91780","06037431600",125,34332,0.36
"91780","06037431800",1497,34332,4.36
"91780","06037431900",3545,34332,10.33
"91780","06037432000",6907,34332,20.12
"91780","06037432101",4179,34332,12.17
"91780","06037432102",5633,34332,16.41
"91780","06037480012",772,34332,2.25
"91780","06037480101",3125,34332,9.1
"91780","06037481201",3343,34332,9.74
"91789","06037402403",1193,43079,2.77
"91789","06037403200",2,43079,0
"91789","06037403303",2523,43079,5.86
"91789","06037403304",4914,43079,11.41
"91789","06037403305",1937,43079,4.5
"91789","06037403312",2149,43079,4.99
"91789","06037403322",383,43079,0.89
"91789","06037403401",5038,43079,11.69
"91789","06037403402",3322,43079,7.71
"91789","06037403403",5140,43079,11.93
"91789","06037403404",2521,43079,5.85
"91789","06037403405",1631,43079,3.79
"91789","06037403406",2796,43079,6.49
"91789","06037403407",2132,43079,4.95
"91789","06037403408",6576,43079,15.26
"91789","06037408136",20,43079,0.05
"91789","06037408212",168,43079,0.39
"91789","06037408703",563,43079,1.31
"91789","06037408706",71,43079,0.16
"91790","06037405301",3031,44907,6.75
"91790","06037405302",5351,44907,11.92
"91790","06037405400",150,44907,0.33
"91790","06037405500",6272,44907,13.97
"91790","06037405600",2232,44907,4.97
"91790","06037406500",3879,44907,8.64
"91790","06037406601",2458,44907,5.47
"91790","06037406602",3883,44907,8.65
"91790","06037406701",3246,44907,7.23
"91790","06037406702",5823,44907,12.97
"91790","06037406800",4926,44907,10.97
"91790","06037406901",806,44907,1.79
"91790","06037406902",717,44907,1.6
"91790","06037407400",2133,44907,4.75
"91791","06037403500",429,32414,1.32
"91791","06037403600",960,32414,2.96
"91791","06037405600",3162,32414,9.76
"91791","06037405702",120,32414,0.37
"91791","06037406200",3918,32414,12.09
"91791","06037406300",5397,32414,16.65
"91791","06037406402",2076,32414,6.4
"91791","06037406411",2126,32414,6.56
"91791","06037406412",2482,32414,7.66
"91791","06037406500",2826,32414,8.72
"91791","06037406601",2581,32414,7.96
"91791","06037408003",1249,32414,3.85
"91791","06037408005",5088,32414,15.7
"91792","06037407900",2008,30854,6.51
"91792","06037408003",1293,30854,4.19
"91792","06037408004",2246,30854,7.28
"91792","06037408006",3863,30854,12.52
"91792","06037408133",5739,30854,18.6
"91792","06037408134",2743,30854,8.89
"91792","06037408135",4159,30854,13.48
"91792","06037408136",3829,30854,12.41
"91792","06037408137",4152,30854,13.46
"91792","06037408141",822,30854,2.66
"91801","06037480302",4255,52735,8.07
"91801","06037480303",3858,52735,7.32
"91801","06037480304",4098,52735,7.77
"91801","06037480400",5654,52735,10.72
"91801","06037480803",2844,52735,5.39
"91801","06037480804",4998,52735,9.48
"91801","06037480901",2986,52735,5.66
"91801","06037481001",3332,52735,6.32
"91801","06037481002",5447,52735,10.33
"91801","06037481500",4298,52735,8.15
"91801","06037481603",3802,52735,7.21
"91801","06037481604",3942,52735,7.48
"91801","06037481605",1179,52735,2.24
"91801","06037481606",2042,52735,3.87
"91803","06037480802",3279,30322,10.81
"91803","06037480803",620,30322,2.04
"91803","06037480901",1700,30322,5.61
"91803","06037480902",4218,30322,13.91
"91803","06037480903",3206,30322,10.57
"91803","06037481001",510,30322,1.68
"91803","06037481604",0,30322,0
"91803","06037481605",2208,30322,7.28
"91803","06037481606",2829,30322,9.33
"91803","06037481800",2596,30322,8.56
"91803","06037481901",5770,30322,19.03
"91803","06037481902",3355,30322,11.06
"91803","06037482001",31,30322,0.1
"92397","06037930301",71,4894,1.45
"93243","06037901209",124,1699,7.3
"93243","06037920102",9,1699,0.53
"93510","06037910205",32,7993,0.4
"93510","06037910804",3285,7993,41.1
"93510","06037910805",4581,7993,57.31
"93510","06037910811",4,7993,0.05
"93510","06037910813",91,7993,1.14
"93532","06037901209",213,2932,7.26
"93532","06037901210",1591,2932,54.26
"93532","06037901213",28,2932,0.95
"93532","06037920102",1100,2932,37.52
"93534","06037900300",175,39341,0.44
"93534","06037900501",0,39341,0
"93534","06037900602",8,39341,0.02
"93534","06037900606",993,39341,2.52
"93534","06037900607",209,39341,0.53
"93534","06037900701",5289,39341,13.44
"93534","06037900703",4375,39341,11.12
"93534","06037900704",3043,39341,7.73
"93534","06037900705",4285,39341,10.89
"93534","06037900803",8284,39341,21.06
"93534","06037900804",3489,39341,8.87
"93534","06037900805",5089,39341,12.94
"93534","06037900806",3620,39341,9.2
"93534","06037900900",333,39341,0.85
"93534","06037901009",0,39341,0
"93534","06037901011",149,39341,0.38
"93535","06037900102",687,72046,0.95
"93535","06037900103",6170,72046,8.56
"93535","06037900201",1229,72046,1.71
"93535","06037900300",4339,72046,6.02
"93535","06037900501",6764,72046,9.39
"93535","06037900504",5816,72046,8.07
"93535","06037900505",4002,72046,5.55
"93535","06037900506",4352,72046,6.04
"93535","06037900507",7669,72046,10.64
"93535","06037900508",3334,72046,4.63
"93535","06037900602",5206,72046,7.23
"93535","06037900605",7100,72046,9.85
"93535","06037900606",2728,72046,3.79
"93535","06037900607",3695,72046,5.13
"93535","06037900608",3536,72046,4.91
"93535","06037900609",5243,72046,7.28
"93535","06037900704",7,72046,0.01
"93535","06037910001",0,72046,0
"93535","06037980004",169,72046,0.23
"93536","06037900900",3430,70918,4.84
"93536","06037901003",6188,70918,8.73
"93536","06037901004",12544,70918,17.69
"93536","06037901007",2258,70918,3.18
"93536","06037901008",2874,70918,4.05
"93536","06037901009",5318,70918,7.5
"93536","06037901010",5913,70918,8.34
"93536","06037901011",4920,70918,6.94
"93536","06037901101",5496,70918,7.75
"93536","06037901102",5557,70918,7.84
"93536","06037901205",10466,70918,14.76
"93536","06037901209",1296,70918,1.83
"93536","06037910202",1760,70918,2.48
"93536","06037910301",2898,70918,4.09
"93543","06037910001",5037,13033,38.65
"93543","06037910002",7076,13033,54.29
"93543","06037910706",0,13033,0
"93543","06037910811",0,13033,0
"93543","06037911001",920,13033,7.06
"93544","06037900104",6,1259,0.48
"93544","06037910002",22,1259,1.75
"93544","06037911001",1231,1259,97.78
"93544","06037930301",0,1259,0
"93550","06037910101",857,74929,1.14
"93550","06037910201",1946,74929,2.6
"93550","06037910205",633,74929,0.84
"93550","06037910402",3749,74929,5
"93550","06037910403",2235,74929,2.98
"93550","06037910404",4130,74929,5.51
"93550","06037910501",5339,74929,7.13
"93550","06037910502",4086,74929,5.45
"93550","06037910504",4797,74929,6.4
"93550","06037910505",3064,74929,4.09
"93550","06037910601",6460,74929,8.62
"93550","06037910602",3995,74929,5.33
"93550","06037910603",7075,74929,9.44
"93550","06037910605",4535,74929,6.05
"93550","06037910606",2970,74929,3.96
"93550","06037910707",4329,74929,5.78
"93550","06037910709",374,74929,0.5
"93550","06037910711",788,74929,1.05
"93550","06037910715",6702,74929,8.94
"93550","06037910716",6117,74929,8.16
"93550","06037910805",116,74929,0.15
"93550","06037910811",205,74929,0.27
"93550","06037910812",402,74929,0.54
"93550","06037930200",0,74929,0
"93550","06037930301",25,74929,0.03
"93550","06037980004",0,74929,0
"93551","06037901213",3525,50798,6.94
"93551","06037910201",1603,50798,3.16
"93551","06037910202",3463,50798,6.82
"93551","06037910205",706,50798,1.39
"93551","06037910206",3246,50798,6.39
"93551","06037910207",6023,50798,11.86
"93551","06037910208",6340,50798,12.48
"93551","06037910209",4397,50798,8.66
"93551","06037910210",7103,50798,13.98
"93551","06037910301",1321,50798,2.6
"93551","06037910302",6387,50798,12.57
"93551","06037910401",6608,50798,13.01
"93551","06037910402",2,50798,0
"93551","06037910804",10,50798,0.02
"93551","06037920012",64,50798,0.13
"93552","06037900201",30,38158,0.08
"93552","06037910101",827,38158,2.17
"93552","06037910705",11415,38158,29.92
"93552","06037910706",6022,38158,15.78
"93552","06037910709",1276,38158,3.34
"93552","06037910711",6797,38158,17.81
"93552","06037910712",2772,38158,7.26
"93552","06037910713",5324,38158,13.95
"93552","06037910714",3596,38158,9.42
"93552","06037910811",2,38158,0.01
"93552","06037910812",62,38158,0.16
"93552","06037911001",35,38158,0.09
"93553","06037910002",119,2138,5.57
"93553","06037911001",1944,2138,90.93
"93553","06037930301",75,2138,3.51
"93560","06037900900",50,18910,0.26
"93563","06037911001",71,388,18.3
"93563","06037930301",317,388,81.7
"93591","06037900102",342,7285,4.69
"93591","06037900104",6236,7285,85.6
"93591","06037900201",2,7285,0.03
"93591","06037910001",705,7285,9.68
